id,service_id,city_id,created_at,updated_at
e2e3662b-92dc-408b-a681-fb77ffcc3e0e,2068fbb5-f807-4931-8a52-56af18196903,e2579dcb-6ed2-4f22-8c3e-a3faece92973,2026-02-20 22:13:58.577,2026-02-20 22:13:58.577
c8de4b40-72f1-44df-a185-82c646cda990,2068fbb5-f807-4931-8a52-56af18196903,a716d2dd-425f-46e0-bc46-d565bd6e4ef3,2026-05-21 20:10:11.998,2026-05-21 20:10:11.998
17c359ee-d92e-4ae0-9baf-dde67dd2e384,db4f2dda-db4f-45d3-a287-c1c53af5606d,ffed2635-0d0e-4a61-b2fc-9df1f63f6f23,2026-05-04 16:01:53.732,2026-05-04 16:01:53.732
8b371135-4326-4ffd-b794-926356b11fcf,db4f2dda-db4f-45d3-a287-c1c53af5606d,6d1b9d62-db86-48c7-9da9-4d8f74c60309,2026-01-14 18:17:19.914,2026-01-14 18:17:19.914
f2089209-9374-45d7-bc29-17f94ba8ee7b,9f607a3c-458d-4350-a754-30fc2045b99d,e2579dcb-6ed2-4f22-8c3e-a3faece92973,2026-04-29 01:27:20.599,2026-04-29 01:27:20.599
73f84400-cf30-47a2-87ff-06a57da80245,9f607a3c-458d-4350-a754-30fc2045b99d,5f1e6f6c-56f0-4016-8d0e-0513cee18eac,2026-06-26 16:11:47.935,2026-06-26 16:11:47.935
0506f42d-04a4-43b5-8f44-0decc7c0f7b0,9f607a3c-458d-4350-a754-30fc2045b99d,ffed2635-0d0e-4a61-b2fc-9df1f63f6f23,2026-01-26 15:12:42.584,2026-01-26 15:12:42.584
b4a4f0f1-c7ae-4575-8c4c-98905130ad09,9f607a3c-458d-4350-a754-30fc2045b99d,a8ac162b-831c-498a-b421-8642281db28d,2026-04-20 14:47:59.222,2026-04-20 14:47:59.222
4c07542b-4049-4c9f-add5-658fa172eb50,8addc76f-9b37-4d39-ad33-d4ad3bf429e5,6d1b9d62-db86-48c7-9da9-4d8f74c60309,2026-05-21 15:28:16.161,2026-05-21 15:28:16.161
d7343fde-fe56-43bc-8efc-e5c0f5aeef7c,8addc76f-9b37-4d39-ad33-d4ad3bf429e5,07a62744-e194-44af-8bd8-eef47c0def59,2026-04-30 20:03:38.807,2026-04-30 20:03:38.807
689f20b0-37bb-47a7-9a26-c073e7fd3186,8addc76f-9b37-4d39-ad33-d4ad3bf429e5,cd4d1d58-69fa-42c7-9696-f1dac47058c3,2026-06-11 07:33:06.974,2026-06-11 07:33:06.974
43945ee4-ab55-47bf-a580-0c24e85b734b,8addc76f-9b37-4d39-ad33-d4ad3bf429e5,a8ac162b-831c-498a-b421-8642281db28d,2026-03-05 05:57:20.730,2026-03-05 05:57:20.730
358cf805-577a-4a50-8c59-ca177f100c3c,f5ef9f65-b02a-4150-b712-ddc29646cf85,07a62744-e194-44af-8bd8-eef47c0def59,2026-01-16 06:59:59.279,2026-01-16 06:59:59.279
33cc649e-c690-4061-ad49-4684744aa6f1,f373acbf-28ed-4d70-a098-a171f2d146c8,07a62744-e194-44af-8bd8-eef47c0def59,2026-06-14 17:29:20.763,2026-06-14 17:29:20.763
0761fdf8-a473-4cdb-af75-176bb8737a38,f373acbf-28ed-4d70-a098-a171f2d146c8,ffed2635-0d0e-4a61-b2fc-9df1f63f6f23,2026-06-18 22:40:35.485,2026-06-18 22:40:35.485
08f11038-1d0d-49d9-b4fd-afbb23322ced,f373acbf-28ed-4d70-a098-a171f2d146c8,0b7f7e3c-23f8-4e26-8b63-67f3fe624dc4,2026-04-01 00:41:50.420,2026-04-01 00:41:50.420
83a65103-7e61-4ccd-893b-579dbf922de8,f373acbf-28ed-4d70-a098-a171f2d146c8,e2579dcb-6ed2-4f22-8c3e-a3faece92973,2026-04-25 10:42:31.947,2026-04-25 10:42:31.947
29fb0ade-ddb9-4033-97db-e4fd74402070,e47f2986-e729-429e-bfc2-d83c9441fdeb,07a62744-e194-44af-8bd8-eef47c0def59,2026-05-25 20:35:50.487,2026-05-25 20:35:50.487
e43e2648-0578-4d5f-80a0-de4b1ffc9f6b,e47f2986-e729-429e-bfc2-d83c9441fdeb,5f1e6f6c-56f0-4016-8d0e-0513cee18eac,2026-05-20 05:27:41.258,2026-05-20 05:27:41.258
2e9b5f84-bd02-42d5-b9c8-a95b255bddeb,b41f7245-d64f-46ec-af93-8a50ab5e85b7,ffed2635-0d0e-4a61-b2fc-9df1f63f6f23,2026-06-11 05:20:02.160,2026-06-11 05:20:02.160
